Date of obs,Date of pub,Period of obs,Brief decsription,Content Type,Strategies,Calls to action,Engagement metrics,Like ,Heart,Haha,Angry,Surprised,Tears,Comments (No.),,Page/Account/Group,,share,views,Hug,Thinking
30-May-20,29-May-20,10 am to 5 pm,Post saying in Bihar BJP is like Manmohan Singh and Nitish Kumar is liek Sonia Gnadhi,C4,S3,-,people agreeing,117,8,4,0,1,1,9,,Rajeev Brahmarshi,,5,,0,0
30-May-20,30-May-20,10 am to 5 pm,Post of religious greeting,C4,-,-,people greeting back,90,10,0,0,0,0,14,,Rajeev Brahmarshi,,0,,0,1
30-May-20,30-May-20,10 am to 5 pm,post saying Bihar police is biased against Hindus,C4,S5,-,people agreeing,98,3,0,0,2,1,10,,Rajeev Brahmarshi,,5,,0,1
30-May-20,30-May-20,10 am to 5 pm,Post welcoming new members of organization,C4,-,,people writing jai shree ram,8,1,0,0,0,0,2,,Rajeev Brahmarshi,,0,,0,0
30-May-20,29-May-20,10 am to 5 pm,Post saying how a country is Islamicized,C5,"S1,S2,S5",-,no comments,4,0,0,0,0,0,0,,Nitin Gupta,,0,,0,0
30-May-20,30-May-20,10 am to 5 pm,post saying hindus are sleeping,C5,"S2,S3",-,people praising the post,16,0,0,0,0,1,6,,Nitin Gupta,,3,,0,0
30-May-20,30-May-20,10 am to 5 pm,picture of archaelogical site saying it was built on debris of Hindu site,C4,S5,-,no comments,1,0,0,0,0,0,0,,Nitin Gupta,,1,,0,0
,,,,,,,,,,,,,,,,,,,,,
1-Jun-20,31-May-20,10 am to 5 pm,post with picture of surajpal ammu saying karni sena's power is its warriors,C7,-,-,people praising it,636,29,2,0,1,0,50,,Karni Sena,,15,,0,5
1-Jun-20,31-May-20,10 am to 5 pm,Post saying he is urging his followers to not urge him to contest the elections,C4,S5,-,people still saying that he should contest the elctions,270,22,2,0,1,0,31,,Rajeev Brahmarshi,,2,,0,2
1-Jun-20,1-Jun-20,10 am to 5 pm,Post about new appointment to the organization,C4,-,-,people congrulating him,26,6,0,0,0,0,17,,Hindu Putra,,4,,0,0
1-Jun-20,31-May-20,10 am to 5 pm,Post urging people to say Jai Shree Ram,C4,S5,-,people saying jai shree ram,6,1,0,0,0,0,2,,Hindu Putra - G,,0,,0,0
1-Jun-20,1-Jun-20,10 am to 5 pm,Video of army men allegedly beating up chinese counterparts,C3,"S2,S4",A4,one person saluting it,7,0,0,0,0,0,1,,Hindu Putra - G,,1,,0,0
1-Jun-20,31-May-20,10 am to 5 pm,Post saying Jai BJP,C4,S5,-,no comments,7,0,0,0,0,0,0,,Hindu Putra - G,,0,,0,0
1-Jun-20,31-May-20,10 am to 5 pm,"Post giving a number and saying this is Sonu Sood's number, ask for help if needed",C4,S2,-,one person asking where did you get the number from,11,0,0,0,0,0,1,,Hindu Putra - G,,0,,0,0
1-Jun-20,30-May-20,10 am to 5 pm,Post saying rohingya muslims need to be removed and it should not be forgotten,C4,"S1,S5",A4,one comment saying jai shree ram,5,0,0,0,0,0,1,,Hindu Putra - G,,0,,0,0
1-Jun-20,31-May-20,10 am to 5 pm,Post with picture of Nagesh samrat and saying Hindus need to become butchers,C7,"S4,S1",A1,people agreeing,183,15,1,0,3,0,13,,Hindu Putra - G,,3,,0,2
1-Jun-20,31-May-20,10 am to 5 pm,video of rajeev brahmarshi saying hindus need to change the government in Bihar,C3,"S1,S2,S4",-,one comment saying rajeev brahmarshi to get better and make public come back,20,3,0,0,0,0,1,,Hindu Putra - G,,1,,0,0
1-Jun-20,1-Jun-20,10 am to 5 pm,Post saying that Hindus should not be over confident that they cannot finish,C4,S2,-,people agreeing,97,1,0,0,0,4,41,,Brahman Samaj Seva Samiti,,10,,0,0
1-Jun-20,1-Jun-20,10 am to 5 pm,Post asking people to say jai shree ram,C4,-,-,people saying jai shree ram,207,9,0,0,0,0,76,,Brahman Samaj Seva Samiti,,2,,0,2
1-Jun-20,1-Jun-20,10 am to 5 pm,Post wishing birthday to General bakshi,C4,-,-,people wishing him,155,4,0,0,0,0,49,,Brahman Samaj Seva Samiti,,1,,0,0
1-Jun-20,31-May-20,10 am to 5 pm,Post against Hardik Pandya saying people like him are reason behind degradtion of Indian society,C4,S1,-,some people agreeing and some not,191,1,7,14,0,6,66,,Brahman Samaj Seva Samiti,,3,,0,1
1-Jun-20,31-May-20,10 am to 5 pm,post saying in bengal hindu temples are being demolished,C4,S2,-,peopel calling it unfortunate,95,2,0,62,0,30,18,,Brahman Samaj Seva Samiti,,62,,0,0
1-Jun-20,1-Jun-20,10 am to 5 pm,Post wishing international brahman day,C4,S2,-,people wishing back,10,0,0,0,0,0,1,,Brahman Samaj Seva Samiti,,0,,0,0
1-Jun-20,1-Jun-20,10 am to 5 pm,Post of religious greeting,C4,-,-,people greeting back,12,1,0,0,0,0,1,,Brahman Samaj Seva Samiti,,0,,0,0
1-Jun-20,1-Jun-20,10 am to 5 pm,Post wishing ganga's birthday,C4,-,-,people greeting back,73,13,0,0,0,0,23,,Brahman Samaj Seva Samiti,,2,,0,3
1-Jun-20,31-May-20,10 am to 5 pm,Post about establishing a new organization called Azad Sena,C4,"S1,S4",A1,one guy in comments saying we need to kill traitors,175,6,0,0,0,0,68,,Brahman Samaj Seva Samiti,,5,,0,0
1-Jun-20,30-May-20,10 am to 5 pm,Post putting bounty on a woman that ran away with her lover,C4,S1,-,people saying they will look for her,238,16,0,6,2,34,78,,Aryan Singh,,85,,0,2
1-Jun-20,31-May-20,10 am to 5 pm,Post wishing birthday to an organization member,C4,-,-,people wishing him,518,108,0,0,2,0,191,,Aryan Singh,,0,,0,15
1-Jun-20,31-May-20,10 am to 5 pm,Post against bolywood for being anti hindu,C4,"S1,S2",-,people agreeing ,137,19,0,2,0,2,10,,Aryan Singh,,49,,0,2
1-Jun-20,1-Jun-20,10 am to 5 pm,Post saying we have taken ayodhya and now we will take kashi and mathura,C4,S1,-,people writing jai shree ram,213,71,0,0,2,0,84,,Aryan Singh,,3,,0,4
1-Jun-20,30-May-20,10 am to 5 pm,Post about filing FIR against Anushka Sharma in Assam,C4,"S1,S2,S3,S4","A1,A2,",people abusing anushka and praising him,10 k,610,5,1,19,1,903,,Updesh Rana,,52,,0,33
1-Jun-20,30-May-20,10 am to 5 pm,Post urging people to say jai shree ram,C4,-,-,people writing jai shree ram,13 k,669,7,1,6,0,6.5 k,,Updesh Rana,,33,,0,44
1-Jun-20,31-May-20,10 am to 5 pm,Post saying they have filed FIR against a muslim woman who was saying stuff against hindus,C5,S4,-,people praising him for his work,5.2 k,237,1,2,11,0,431,,Updesh Rana,,126,,0,13
1-Jun-20,1-Jun-20,10 am to 5 pm,Post praising Sonu Sood,C4,-,-,people praising him for his work,13 k,837,2,1,13,0,369,,Updesh Rana,,105,,0,84
1-Jun-20,1-Jun-20,10 am to 5 pm,Video urging people to be careful of corona,C3,-,-,people agreeing ,5.5 k,359,3,2,4,0,568,,Updesh Rana,,328,,0,34
1-Jun-20,31-May-20,10 am to 5 pm,video saying how left has manipulated history ,C3,"S2,S4",,people praising him for his work,990,65,2,18,1,2,91,,Ajeet Bharti,,526,113 k,0,2
1-Jun-20,1-Jun-20,10 am to 5 pm,Post saying ravish kumar is not worth criticising,C5,"S1,S2,S3",-,people making fun of him,849,36,189,2,1,0,84,,Ajeet Bharti,,94,,0,1
,,,,,,,,,,,,,,,,,,,,,
2-Jun-20,1-Jun-20,10 am to 5 pm,Post saying India needs only saffron lions,C4,"S1,S4",-,no comments,3,2,0,0,0,0,0,,Nitin Gupta,,0,,0,0
2-Jun-20,2-Jun-20,10 am to 5 pm,Post saying ovaisi is Congress' dog,C5,"S1,S2",-,no comments,8,0,0,0,0,0,0,,Nitin Gupta,,1,,0,0
2-Jun-20,2-Jun-20,10 am to 5 pm,Post about social work,C4,-,-,people praising it,53,3,0,0,0,0,6,,Karni Sena,,1,,0,1
2-Jun-20,2-Jun-20,10 am to 5 pm,Post about their chief praising journalists,C4,-,-,people praising it,176,10,0,0,0,0,11,,Karni Sena,,3,,0,1
2-Jun-20,2-Jun-20,10 am to 5 pm,Post about new appointment to the organization,C4,-,-,people congrulating him,49,5,0,0,0,0,10,,Karni Sena,,1,,0,1
2-Jun-20,2-Jun-20,10 am to 5 pm,Post saying Supreme court has declared a marriage between Hindu woman and Muslim man illegal,C4,S2,-,people welcoming him,156,7,0,0,0,0,20,,Brahman Samaj Seva Samiti,,37,,0,1
2-Jun-20,2-Jun-20,10 am to 5 pm,Video of allegedly Indian army man talking anti bollywood,C3,"S1,S2",A4,people abusing ekta kapoor and demanding action against her,28,0,0,0,0,0,13,,Brahman Samaj Seva Samiti,,7,,0,0
2-Jun-20,2-Jun-20,10 am to 5 pm,"post saying Parshuram had read all books by 9 years old, what are today's brahman kids doing",C4,"S4,S5",-,people saying they just use phones,172,5,0,0,1,1,52,,Brahman Samaj Seva Samiti,,8,,0,2
2-Jun-20,2-Jun-20,10 am to 5 pm,"Post saying brahmans who say against other brahmans, should either change or get out of group",C4,-,-,people agreeing ,132,4,2,0,1,0,24,,Brahman Samaj Seva Samiti,,2,,0,0
2-Jun-20,2-Jun-20,10 am to 5 pm,Post saying parshuram established martial art and how many know it,C4,"S4,S5",-,people saying no they do not know,102,1,0,0,1,1,28,,Brahman Samaj Seva Samiti,,5,,0,1
2-Jun-20,2-Jun-20,10 am to 5 pm,Post asking people to say jai parshuram,C4,-,-,people psaying jai parshuram,134,4,0,0,0,0,58,,Brahman Samaj Seva Samiti,,1,,0,1
2-Jun-20,2-Jun-20,10 am to 5 pm,Post saying brahmans need to become like parshuram again,C4,S4,-,people saying jai ho,48,3,0,0,0,0,12,,Brahman Samaj Seva Samiti,,1,,0,0
2-Jun-20,2-Jun-20,10 am to 5 pm,video saying be part of Hindu Putra in struggle to make India Hindu rashtra,C3,S4,A4?,people writing jai shree ram,57,4,0,0,0,0,3,,Hindu Putra,,5,,0,0
2-Jun-20,2-Jun-20,10 am to 5 pm,Picture of janaury dated FIR against Rajeev Brahmarshi,C4,S4,-,people writing jai shree ram,17,1,0,0,0,0,3,,Hindu Putra - G,,1,,0,0
2-Jun-20,1-Jun-20,10 am to 5 pm,video of some leader's birth day tribute function,C3,-,-,no comments,31,8,0,0,0,0,0,,Hindu Putra - G,,1,,0,0
2-Jun-20,2-Jun-20,10 am to 5 pm,Post accusing Bihar government to be anti Hindu,C3,S5,-,no comments,6,0,0,0,0,0,0,,Hindu Putra - G,,0,,0,0
2-Jun-20,2-Jun-20,10 am to 5 pm,"Post saying if you are Hindu, push the share button",C4,S5,-,no comments,0,0,0,0,0,0,0,,Hindu Putra - G,,0,,0,0
2-Jun-20,2-Jun-20,10 am to 5 pm,picture of indian social media app and asking people to download it instead of foreing apps,C4,S4,A2,no comments,12,2,0,0,0,0,0,,Hindu Putra - G,,0,,0,0
2-Jun-20,2-Jun-20,10 am to 5 pm,post saying Bihar government has filed FIR against him for working for Hindus,C4,"S2,S4,S5",-,people saying we are with you,345,16,0,19,0,101,87,,Rajeev Brahmarshi,,147,,0,1
2-Jun-20,2-Jun-20,10 am to 5 pm,video of some women doing a pooja to make corona go away,C3,"S2,S4",-,some people praising and some people calling it superstition,76,18,3,0,0,0,32,,Aryan Singh,,8,,0,0
2-Jun-20,1-Jun-20,10 am to 5 pm,Post saying Rajasthan government has filed cases against those who supported CAA,C4,"S1,S2,",-,people speaking against congress govts,7.1 k,138,3,47,3,21,295,,Updesh Rana,,465,,0,13
2-Jun-20,2-Jun-20,10 am to 5 pm,Gif video for the death of pt Vishnu Datt,C3,S4,-,people paying respect,3.3 k,111,1,2,1,549,208,,Updesh Rana,,250,,0,15
,,,,,,,,,,,,,,,,,,,,,
3-Jun-20,2-Jun-20,10 am to 5 pm,old video of Suraj Pal ammu's speech against the movie Padmavat,C3,"S4,S1",-,people writing jai ho,383,41,0,0,1,0,22,,Karni Sena,,60,,0,0
3-Jun-20,3-Jun-20,10 am to 5 pm,Post about the death of pregnant elephant in Kerala,C5,-,-,people showing sadness,82,0,0,25,0,74,32,,Brahman Samaj Seva Samiti,,60,,0,1
3-Jun-20,3-Jun-20,10 am to 5 pm,post writing that time has come to take back Kashi Vishvanth from Muslims,C5,S4,A1?,people agreeing and writing jai shree ram,44,1,0,1,0,2,8,,Brahman Samaj Seva Samiti,,3,,0,0
3-Jun-20,3-Jun-20,10 am to 5 pm,Post about Meerut love jihad case,C5,"S1,S2,","A1,A4",people saying kill him,8,0,0,3,0,4,10,,Brahman Samaj Seva Samiti,,6,,0,0
3-Jun-20,3-Jun-20,10 am to 5 pm,Post saying families that are safe from corona should be thankful to God,C4,-,-,people writing religious greetings,506,123,0,0,0,0,103,,Brahman Samaj Seva Samiti,,0,,0,0
3-Jun-20,3-Jun-20,10 am to 5 pm,Post about Meerut love jihad case,C5,"S1,S2,","A1,A4",people abusing muslims,11,1,1,6,0,5,13,,Brahman Samaj Seva Samiti,,21,,0,0
3-Jun-20,2-Jun-20,10 am to 5 pm,Post asking people to write jai shree ram,C4,-,-,people writing jai shree ram,143,15,0,0,0,0,57,,Brahman Samaj Seva Samiti,,0,,0,3
3-Jun-20,2-Jun-20,10 am to 5 pm,Post saying india should boycott chinese products like Japan does with americans,C4,S2,A2,people agreeing and urging to develop indian market,244,7,3,1,0,1,40,,Brahman Samaj Seva Samiti,,24,,0,2
3-Jun-20,3-Jun-20,10 am to 5 pm,Video of Chattisgarh's CM's father speaking against Ram,C3,S1,A1,people showing anger,1,0,0,8,0,0,5,,Brahman Samaj Seva Samiti,,4,,0,0
3-Jun-20,3-Jun-20,10 am to 5 pm,Post about Meerut love jihad case,C6,S2,-,just one comment praising police,8,0,0,0,0,0,1,,Hindu Putra - G,,1,,0,0
3-Jun-20,3-Jun-20,10 am to 5 pm,Zee news clip saying India is now asia's biggest power,C3,S4,-,no comments,1,0,0,0,0,0,0,,Hindu Putra - G,,0,,0,0
3-Jun-20,2-Jun-20,10 am to 5 pm,Post saying Mangal Pandey and Nathuram Godse both are idols,C4,"S1,S2,S4",-,no comments,6,0,0,0,0,0,0,,Hindu Putra - G,,0,,0,1
3-Jun-20,3-Jun-20,10 am to 5 pm,Video of UP medical college principal speaking against Muslims and caption praising it,C3,"S1,S4","A1,A4",no comments,3,0,0,0,0,0,0,,Nitin Gupta,,1,,0,0
3-Jun-20,3-Jun-20,10 am to 5 pm,post about social work,C5,-,-,people praising it,97,7,0,0,0,1,10,,Rajeev Brahmarshi,,2,,0,2
3-Jun-20,3-Jun-20,10 am to 5 pm,Post saying prostitute like ekta kapoor should be shot down,C4,"S1,S2",A1,people agreeing,83,3,0,0,0,0,6,,Rajeev Brahmarshi,,1,,0,0
3-Jun-20,3-Jun-20,10 am to 5 pm,Post with picture of his RSS days,C4,-,-,peopel writing jai shree ram,115,10,0,0,0,3,3,,Rajeev Brahmarshi,,1,,0,0
3-Jun-20,2-Jun-20,10 am to 5 pm,post about filing FIR against Ekta kapoor foer her web series,C4,"S1,S2","A1,A4",people abusing her and demanding action,8 k,420,2,6,7,3,660,,Updesh Rana,,508,,0,50
3-Jun-20,2-Jun-20,10 am to 5 pm,post saying good night,C4,-,-,people saying back,7.1 k,394,2,0,4,0,621,,Updesh Rana,,26,,0,34
3-Jun-20,3-Jun-20,10 am to 5 pm,Post about Meerut love jihad case,C4,"S1,S2,S4",A4,people blaming the girl and demanding the action,4.7 k,21,7,815,5,661,568,,Updesh Rana,,1.6 k,,0,5
3-Jun-20,3-Jun-20,10 am to 5 pm,Post saying he will go to Kedarnath to take blessing,C4,-,-,people praising it,13 k,687,2,1,10,0,523,,Updesh Rana,,44,,0,59
3-Jun-20,2-Jun-20,10 am to 5 pm,link to article calling Mewat a small pakistan,C6,"S1,S2",A1,people saying till when we will wait ,367,4,0,52,2,55,14,,Ajeet Bharti,,201,,0,0
3-Jun-20,2-Jun-20,10 am to 5 pm,Link to article saying govt has taken their news as reference in delhi riots,C6,"S2,S4",-,peopel congrulating him,1.6 k,204,2,0,14,0,132,,Ajeet Bharti,,178,,0,8
3-Jun-20,3-Jun-20,10 am to 5 pm,live video calling Kunal Kamra and rana anti hindu,C3,"S2,S1","A1,A4",people saying time has come to teach a lesson,1.1 k,62,1,72,1,14,63,,Ajeet Bharti,,74,133 k,0,5
,,,,,,,,,,,,,,,,,,,,,
4-Jun-20,4-Jun-20,10 am to 5 pm,Post about death of elephant calling it a muslim conspiracy,C5,"S1,S2",-,no comments,2,0,0,0,0,0,0,,Nitin Gupta,,1,,0,0
4-Jun-20,3-Jun-20,10 am to 5 pm,Post asking Ekta Kapoor to apologise for her web series,C5,"S1,S2",A2,people demanding action and boycott,1.2 k,21,0,86,1,7,192,,Karni Sena,,348,,0,0
4-Jun-20,4-Jun-20,10 am to 5 pm,Live video against Ekta Kapoor,C3,"S1,S2",-,people writing jai shree ram,164,8,0,2,0,1,30,,Karni Sena,,13,,0,3
4-Jun-20,4-Jun-20,10 am to 5 pm,Live video against Ekta Kapoor,C3,"S1,S2",A2,people demanding action and boycott,1.2 k,189,2,9,2,4,1 k,,Karni Sena,,793,46 k,0,11
4-Jun-20,3-Jun-20,10 am to 5 pm,"Post saying they are supporter of Ram, not Gandhi who will be non violent",C4,S4,-,random comment,40,7,0,0,0,0,1,,Hindu Putra - G,,1,,0,0
4-Jun-20,4-Jun-20,10 am to 5 pm,Post about murder of elephant in Kerala,C4,-,-,no comments,8,0,0,0,0,8,0,,Hindu Putra - G,,0,,0,0
4-Jun-20,4-Jun-20,10 am to 5 pm,Post about murder of elephant in Kerala,C4,-,-,no comments,4,0,0,0,0,1,0,,Hindu Putra - G,,0,,0,0
4-Jun-20,4-Jun-20,10 am to 5 pm,old video of rajeev brahmarshi's arrest and crowd supporting him,C3,S4,-,no comments,14,3,0,0,0,0,0,,Hindu Putra - G,,2,,0,0
4-Jun-20,4-Jun-20,10 am to 5 pm,vidoe of Tejasvee Yadav dancing and caption making fun of him,C3,S3,-,some peopke laughing and some people defending him,14,0,21,0,0,0,12,,Hindu Putra - G,,2,,0,0
4-Jun-20,4-Jun-20,10 am to 5 pm,Post congrulating a brahman police officer for promotion,C4,-,-,people congrulating him,158,3,0,0,1,0,53,,Brahman Samaj Seva Samiti,,3,,0,0
4-Jun-20,4-Jun-20,10 am to 5 pm,post saying he is proud that his food is vegetarian since he is brahman,C4,S4,-,people praising it,48,6,0,0,2,0,4,,Brahman Samaj Seva Samiti,,5,,0,0
4-Jun-20,4-Jun-20,10 am to 5 pm,post against Murari bapu,C3,"S1,S2,","A1,A3",people calling for boycott and action,27,0,0,21,0,1,47,,Brahman Samaj Seva Samiti,,28,,0,0
4-Jun-20,4-Jun-20,10 am to 5 pm,Post against Ekta Kapoor,C5,"S1,S2","A1,A3",people abusing her and demanding action,27,2,0,0,0,0,14,,Brahman Samaj Seva Samiti,,4,,0,0
4-Jun-20,4-Jun-20,10 am to 5 pm,Post against Murari Bapu,C6,"S1,S2",A3,people abusing him and calling for boycott,31,0,0,21,0,0,36,,Brahman Samaj Seva Samiti,,17,,0,0
4-Jun-20,4-Jun-20,10 am to 5 pm,Post saying Hindus do not support post for hindus,C4,S5,-,people writing jai shree ram,74,2,0,0,0,0,16,,Brahman Samaj Seva Samiti,,2,,0,0
4-Jun-20,4-Jun-20,10 am to 5 pm,Post saying murder of elephant had some muslim conspiracy,C4,"S2,S5",-,people agreeing,39,1,0,3,0,0,5,,Brahman Samaj Seva Samiti,,0,,0,0
4-Jun-20,3-Jun-20,10 am to 5 pm,Post about Meerut love jihad case,C4,"S1,S2,S4","A1,A4",people saying should be shot down,284,21,0,25,3,33,66,,Aryan Singh,,31,,0,2
4-Jun-20,4-Jun-20,10 am to 5 pm,Post with his picture with weapon saying loud speakers should be removed,C7,"S1,S2,S4",A1,people praising it and jai shree ram,396,108,0,0,8,0,181,,Aryan Singh,,5,,0,10
4-Jun-20,3-Jun-20,10 am to 5 pm,Post saying why his name is coming up in delhi riots case ,C4,"S1,S2,S4",A4,people demanding action against Tahir hussain,8.5 k,316,16,5,9,4,369,,Updesh Rana,,276,,0,20
4-Jun-20,3-Jun-20,10 am to 5 pm,Live video defending his name in Delhi riot case,C3,"S1,S2,S4",A4,people praising him and demanding action against opponent,4.8 k,482,7,18,4,9,1.1 k,,Updesh Rana,,1 k,31 k,0,24
4-Jun-20,3-Jun-20,10 am to 5 pm,video of news clip where a maulana is accusing Updesh Rana of delhi riots,C3,"S1,S2,S4",-,people absuing him,1.2 k,28,13,150,1,11,214,,Updesh Rana,,139,,0,1
4-Jun-20,3-Jun-20,10 am to 5 pm,old video of him being arrested with caption saying he is thankful for support,C3,S4,-,people praising him,184,11,0,0,4,1,21,,Rajeev Brahmarshi,,23,,0,3
4-Jun-20,4-Jun-20,10 am to 5 pm,Link to article saying that even ministers are in awe of rajeev brahmarshi,C6,S4,-,people praising him,224,20,0,1,1,19,37,,Rajeev Brahmarshi,,54,,0,0
4-Jun-20,4-Jun-20,10 am to 5 pm,post saying he would have burnt the person who murdered elephant,C4,"S1,S4",A1,people agreeing,97,6,0,0,0,5,18,,Rajeev Brahmarshi,,1,,0,0
4-Jun-20,3-Jun-20,10 am to 5 pm,live video with another social media personality named Subhrata,C3,S4,-,people praising them,661,39,0,0,1,0,18,,Ajeet Bharti,,58,,0,10
4-Jun-20,3-Jun-20,10 am to 5 pm,live video against alt news,C3,"S1,S2,S3",-,people saying alt news is fake,614,43,1,0,0,0,35,,Ajeet Bharti,,94,26 k,0,4
,,,,,,,,,,,,,,,,,,,,,
5-Jun-20,5-Jun-20,10 am to 5 pm,Post about World Environment Day,C4,-,-,people greeting,149,3,0,0,0,0,15,,Karni Sena,,1,,0,0
5-Jun-20,4-Jun-20,10 am to 5 pm,Post about left muslim conspiracy in elephant incident,C5,"S1,S2",-,no comments,2,0,0,0,0,0,0,,Nitin Gupta,,0,,0,0
5-Jun-20,5-Jun-20,10 am to 5 pm,Post about death of elephant,C4,-,-,people showing sadness,51,1,0,0,0,15,21,,Brahman Samaj Seva Samiti,,0,,0,0
5-Jun-20,4-Jun-20,10 am to 5 pm,Post against article 30,C4,S5,-,people agreeing,48,1,0,0,0,0,3,,Brahman Samaj Seva Samiti,,1,,0,0
